url,attribute_name,product_name,entity_name,entity_type,prediction,confidence
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/51f50809092accbaf32fb385450f977c0cca371938bface92489a51b69a7ac25_rendition.jpeg,closed_case,"Dixie Ultra� Smartstock� 2-Ply Roll Napkin Refill For 58000A & 58000B Dispensers By Gp Pro (Georgia-Pacific), White, 12 Rolls/Case",Georgia-Pacific,manufacturer,closed_case,0.9998902082443237
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/3018c47c7efaf46adad44cb2dcfc0b2d-large.jpeg,raw_or_uncooked,Dwo Ham Cooked .84 Oz Sliced Frz,Hillcrest Foodservice,distributor,raw_or_uncooked,0.9932726621627808
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/55b0f9f62ffac749278d43694be624fe.jpg,raw_or_uncooked,Beef Striploin 0x1 Angus Hereford 1881,DiCarlo Foods,distributor,raw_or_uncooked,0.9978894591331482
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/7b745241d9be867aa693e6852f9587f8-large.jpg,nutrition_facts,Kibbles 'N Bits 17.6 Pound Original Bonus No Case,J. M. Smucker,manufacturer,guranteed_analysis,0.9985345602035522
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/9e2349844cc27d6d5bf40b546c0232d27cdacbd1af90dff79a3803391e1a0697_50719098537019_3.jpg,in_packaging,Gelatin 6/4.5# Orange,Dyma Brands,manufacturer,inner_pack,0.6696041822433472
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/751b9763f1f36eef5febf6af6ed4d2d04942182e1438fd9ff619f88511c1bf91_4051645.jpg,label_info_barcode,Roll Sandwich Multigrain,Cheney Brothers,distributor,out_of_packaging (equipments),0.5201612114906311
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/e5a3aacb75a31206354b1b40998bbcb0f1be7d52f4b76b2697b1a41464880262_46086_23.jpg,label_info_nutrition_label,*Beverage V8 Fusion Straw/Banana,FoodPRO Corporation,distributor,nutrition_label,0.9999003410339355
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/a791208480231763b33542aaeea6cf02caab24c42c5167e3e77aff78b12e4d62_2175571.jpg,label_info_nutrition_label,"Corn Nuts Barbecue 12-Pack, 3 Lb, [Hrl Alternate Id: 123141]",Hormel Foods,manufacturer,nutrition_label,0.9999582767486572
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/dd341bf7fc160f477c18c9c2ab5a7c329234b20dbd179206868f008476ce0147_dufxnzkrgfzlzut6zkz9.jpg,held,6-Section Wedgemaster Ii™ Fruit And Vegetable Wedger,Vollrath Foodservice,manufacturer,out_of_packaging (equipments),0.9976093769073486
https://image.sysco.com/image-server/product/image/4118131/web/3.jpg,open_case,PLACEMAT PAPER LBSTR FACTS,Sysco,distributor,closed_case,0.9473223686218262
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/7d6fe5d43eb32636dac065c3b960b74b0358413f5930e3df34c98a7384cf8251_20018291799996_3.jpg,open_case,3 Part Carbonless White Pad,NCCO,manufacturer,open_case,0.9705699682235718
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2Fe2c501aedeaabaff91f9e95155d65eb54ed421c1809ee466d11c58fb8d004e64_32cf52ba-1041-45ce-b22d-77e4567cd48a.jpg,raw_or_uncooked,Ham Margherita Hot Capicolla,Wagner Foodservice,distributor,raw_or_uncooked,0.7129499912261963
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/6b59e9fda978d4e67d2a2d05f5287cfcf8829b2bf15cecf3bc2c79f7776c9541_3363302.jpg,label_info_barcode,Small Ciabatta Roll,Aspire Bakeries,manufacturer,barcode,0.9813729524612427
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/41c8fd32f4b22a5f5759349ef288c6e9.webp,raw_or_uncooked,Pork Ribs Baby Back 1.5Lb & Down 20-24Oz,DiCarlo Foods,distributor,raw_or_uncooked,0.9968219995498657
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/2b7bd44f4f66c90c8af5bef9e400d6c9-large.jpeg,closed_case,Sauce Cheese Cheddar Mild Can Ztf G03204,DiCarlo Foods,distributor,closed_case,0.9996305704116821
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/90b430cb16b2ac8f4da319e60ca0f2c9b666a113c510d8ed047748711ab9e33f_10072745070034.jpg,inner_pack,Chic Wing Jumbo Fc Steam 2/5# 7003%,Derstines,distributor,inner_pack,0.9970278143882751
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/828314989390ca381cdc92808d7778c09f7f9c0684e6a86d47d46a3a9664b117_00241014.jpg,in_packaging,"Corn, Baby Whole Pickled 300+ Count Fancy Canned",US Foods,distributor,in_packaging,0.9998798370361328
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/0d5d3d88b34167e7c7c37fd3ec7cb3ba-large.jpg,nutrition_facts,Santa Cruz Organic 16 Fluid Ounce Mango Lemonade 8 Count,J. M. Smucker,manufacturer,nutrition_label,0.9997338652610779
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/60c04bb5aac6979be4a75d745844a1f9ddf077a686ee508c820dd478f1dc2734_rendition.jpeg,inner_pack,"Brawny� Professional Disposable Dusting Cloths By Gp Pro (Georgia-Pacific), Yellow, 200 Cloths Per Case",Georgia-Pacific,manufacturer,open_case,0.9939458966255188
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/9f2023ca7d7067e50c7ec1f2ba9485d9f7c21099d373638bf0dc55dc1fdb7c9a_images%2520%25282%2529.jpeg,out_of_packaging,1 Oz/30 Ml Eiffel S&P Glass Chr Top,FoodPRO Corporation,distributor,out_of_packaging (equipments),0.9930752515792847
https://files.plytix.com/api/v1.1/file/public_files/pim/assets/23/a5/19/60/6019a5239e7881eeaa2765b3/images/76/a3/96/61/6196a376685f5a9e8e6aaada/NOA.JPG,out_of_packaging,"Microgourmet Plastic Deli Container 32 oz 4.7"" Diameter x 5.7""h Clear 500/Carton",Essendant,distributor,nutrition_label,0.31814736127853394
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/b7806c9a18f3b42f16dfb3b4730f88595d322a35021d6f87e939af8d055a22d2_HB253.jpg,out_of_packaging,Harvest Linen Organic Coupe Bowl 38.0 Oz (D:9.88”),Arc International,manufacturer,prepared,0.4540114104747772
https://files.plytix.com/api/v1.1/file/public_files/pim/assets/23/a5/19/60/6019a5239e7881eeaa2765b3/images/cd/71/a6/61/61a671cd8861433119b80af7/676674.JPG,nutrition_facts,Liquid Coffee Creamer Cinnamon Vanilla 0.38 oz Mini Cups 50/Box,Essendant,distributor,nutrition_label,0.9986795783042908
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/4bea2260b6abc9546c0b5e2f7b8a4223-large.JPG,prepared,IMA CULINARY SECRETS Strawberry Gelatin Mix 12/24 oz,Dyma Brands,manufacturer,prepared,0.9839454293251038
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/798595934539a29a6c9f2f785196a56bfd149ff146e31e43f1fa5666a83c4f82_10051000025774_7.jpg,label_info_nutrition_label,Chicken Gravy,Campbell's Foodservice,manufacturer,nutrition_label,0.9988586902618408
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/f6b7a1c6a4d1fccfee023c648f094792-large.jpg,closed_case,Cmi Jumbo French Toast 2.55 Oz. / 6/12 Ct.,Conagra Foodservice ,manufacturer,closed_case,0.9992051720619202
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/5dae3ece5c2c168aa8bc6965575b8326-large.jpg,held,Foam Food Container 4 Oz 4J6,Hillcrest Foodservice,distributor,held,0.9997158646583557
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/576dce7cc54f8eae5927d685c2850fbf-large.png,nutrition_facts,Vw- Juice Cranberry 100%,Hillcrest Foodservice,distributor,nutrition_label,0.999961256980896
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/410ae689d517085afdc798395fdb8964-large.jpg,nutrition_facts,"J Hungerford Smith Butterscotch Cone Coating, 110 Oz",Conagra Foodservice ,manufacturer,nutrition_label,0.9999103546142578
https://image.sysco.com/image-server/product/image/2799031/web/10.jpg,closed_case,GRAIN QUINOA INCAN ORGNC BLEND,Sysco,distributor,closed_case,0.982772171497345
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/b4950f827fdce718ef50539b6accbfe23d8f5cc67954379ccbae13ee03242766_3961840.jpg,held,Donut Rasperry White Iced 6 Ct,Cheney Brothers,distributor,held,0.9966158270835876
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/e90559438f33ea7031a7a92a54cef1f94ec1d05a2537bb779c73336c2160bd17_42436_2.jpg,label_info_ingredients,*Base Chicken Stouffer'S (No Msg),FoodPRO Corporation,distributor,ingredient_statement,0.9896039962768555
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/5b4840eec9725373bee2bbf1a29eb07fe84bbf984ba490773144bf542dea471c_10071190007862_10.jpg,label_info_barcode,Rrn 8Oz Varp Wet Dog Food 6Pk,J. M. Smucker,manufacturer,barcode,0.999779999256134
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/57119ed3386bba12edbd54f03bd3fe4a06b04f5c717b7dad116ad32ef6c1a2af_2646298.jpg,label_info_barcode,Pork Cushion Meat,Cheney Brothers,distributor,barcode,0.8540043234825134
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/0803d5a568eeb2894d72d5080610d5dd47fe78db38000945b92c1d913f2e5171_10051000248159_10.jpg,label_info_nutrition_label,V8 Spl Diet Bry,Campbell's Foodservice,manufacturer,nutrition_label,0.9999699592590332
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/3427622fea60145d265a1bd9142784a3-large.jpg,nutrition_facts,Mango Cubes Iqf,Hillcrest Foodservice,distributor,nutrition_label,0.9999504089355469
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/bfd8e746e5baa4b394738f4ff1a2d28afbf63bbc152f815ae9fe9748ce734222_20704339955041_0,out_of_packaging,"Juice Dispenser Cover, Stainless Steel | Fits With Juice3",American Metalcraft,manufacturer,out_of_packaging (equipments),0.9999085664749146
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/b5cbac8ef03b0a488cf2e686a73d51a1-large.jpeg,nutrition_facts,Kellogg'S Froot Loops Cereal Original 1.5Oz,DiCarlo Foods,distributor,nutrition_label,0.9905535578727722
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/978e30059566cba65ed919c9f8cf9079f21b21998d6cbf7cb638c9894edcc0d6_3495583.jpg,prepared,Dough Pizza 16 Oz Ball,Cheney Brothers,distributor,out_of_packaging (edible),0.7195050120353699
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/3bc4eff6c869436652f5dae07572ddcd2560769f3015f58180c8df6ff4718a8e_90075620997156_3.jpg,label_info_ingredients,Nae Fr Ts B/S Ckn Bst Agr,Tyson Foods,manufacturer,ingredient_statement,0.9627987146377563
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/59bcbe316becb6f1ecd5ff4717c4a291fd63e1d0090fc32c795770f2d253c277_00026700193842_Q1N1-600x600.jpg,held,Hidden Valley® Blueberry Pomegranate Vinaigrette Gluten-Free Refrigerated 2/1 Gallon Jar,Ventura Foods,manufacturer,held,0.9997318387031555
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/fe86b3d1927fc7d00b06c1a493efc308-large.jpg,ingredients_statement,Rachael Ray Nutrish 8 Ounce Chicken Paw Pie Grain Free Wet Dog Food,J. M. Smucker,manufacturer,ingredient_statement,0.9687855839729309
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2F8f76a87428b609184c7acc6410a454b6dedc39a8daa103ec2f8a32060eca0816_24c6cb24-e421-4d35-a17e-2d2eb1ab3dd4.jpg,inner_pack,Blueberry Muffin Batter Tubesets,Wagner Foodservice,distributor,out_of_packaging (edible),0.6101280450820923
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2F9eb4581a9e7d0ebb461796082a0fc796faa620e5df8e978e1a1e665beea7587e_High_Res-00051500104514_L3_PIM.jpg,label_info_barcode,"Smucker'S Natural Concord Grape Jam, 1/2 Oz Plastic Portion Control Cup, 400 Count Case",J. M. Smucker,manufacturer,barcode,0.9999808073043823
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/c6531f7916f10be3041eda833804c1929382f391f5e9ae42012eedcc2b046d9b_2339781.jpg,prepared,Pd Br Wg Spcy,Perdue Farms,manufacturer,out_of_packaging (edible),0.949688732624054
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/40e5a19cd0a2555a6c95299caa757176356a8a9aa055132f33e44de33a9c5b08_10044000039490_9.jpg,inner_pack,20Z Fun Shapes Variety Pack 4Cs,Mondelez ,manufacturer,inner_pack,0.6381211280822754
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/a9c5ae1aaee0b9733ad26e652d9dd2556ceeb029fdc12131d7a3c8031d2ca766_2034329.jpg,open_case,Syrup Black Raspberry,Monin,manufacturer,out_of_packaging (equipments),0.6404328346252441
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2F3588f3bed2a9ac08a90acd5017725d1df2629c39b0afa770b5e1bff8dbab15fd_81410.jpg,closed_case,Topping Sausage Mild Cooked Ital Chnk 12-15Oz,Saval Foodservice,distributor,closed_case,0.9913836717605591
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2Fec771f69aff0bbe6451795d4d381be580260978e669d076e236b7a75abce4cf9_e4c07a27-79e6-4df4-8e38-799a656efee7.jpg,closed_case,Spread Buttery Orig Smart Balance Vegan,BiRite Foodservice Distributors,distributor,closed_case,0.9992156028747559
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/86dc61fd632a38440fc22c23dcfc69a91f496b7ab1175f61037e9cc8b0997d72_302166.jpg,out_of_packaging,"Cb121812Yl - Cut-N-Carry Cutting Board 12"" X 18"" X 0.5"" - Yellow",Carlisle FoodService Products,manufacturer,out_of_packaging (equipments),0.9869600534439087
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/e2ac4253f74286350277e24649caf836c12663c8e13762a486841a7e1d0e9a07_zkui55hwge5kkwjp7fn2.jpg,in_packaging,belVita Sandwich Dark Chocolate Creme 1.76 oz,Mondelez ,manufacturer,in_packaging,0.5579433441162109
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/50e71e1b3186558920287a27fac967c6dc2e6c6ddbbee259807b95542196c723_10043900351107_8.jpg,label_info_barcode,Novasource Renal,Nestle,manufacturer,barcode,0.9999854564666748
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/c5cb6b78579968f67eca93c5e34d70a74512e8e86bae117cd8de9a3a89ff7092_IT003705.jpg,raw_or_uncooked,Chicken Wing Fresh Jumbo,Christ Panos Foods,distributor,raw_or_uncooked,0.9984980821609497
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/9e776e48088148bf95cc1c11d6e0366e-large.jpeg,in_packaging,Ham Black Forest Fresh 72216- Menumaster,DiCarlo Foods,distributor,in_packaging,0.8184804916381836
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/0a604fef12e5f269de97d87eaf89ec14cee92e2e3e988d7de9b12d3580daab04_10044000051768_3.jpg,label_info_nutrition_label,6Z Oreo Thins Bites Dipped Orig 6,Mondelez ,manufacturer,nutrition_label,0.9998010993003845
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/ad12152dadda4dcc50b8fb29aea7ad5f0f7b01557402738bca273a04413d0c5d_20027815111367_10.jpg,in_packaging,"Armour Lunchmaker Pepperoni And Cheese Cracker, 18/2 Oz",Smithfield Foods,manufacturer,in_packaging,0.7239636778831482
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/e30db3f62b42b5c2555d8a1280eabacb-large.jpeg,nutrition_facts,S/O> Dressing Creamy Caesar Hvr Hidden Valley,Hillcrest Foodservice,distributor,nutrition_label,0.9996585845947266
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/7ef807048cce2cdd7018770fcc8787c8-large.jpg,ingredients_statement,Rw Knudsen 32 Fluid Ounce Organic Grapefruit Juice,J. M. Smucker,manufacturer,ingredient_statement,0.9977579712867737
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/39c33dc5e7510eaffbe94fc5079aa8f44c1efac428d194156cb8875b2ef14f33_10052603065501_10.jpg,label_info_ingredients,Pfo Org Ip Almd Van,Campbell's Foodservice,manufacturer,nutrition_label,0.763383686542511
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/eb863edc6fd4857b537a38155ad413cdac47d6e24b60c2b2e7eae18cf9c95dad_81b691da-bbdf-487d-80df-39e7dc7f80f0.jpg,inner_pack,Tape Register Roll 3X165'1Ply Bonded,BiRite Foodservice Distributors,distributor,open_case,0.42063096165657043
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/6898a56bfff83152f9fc94eea40e0d8300118af34aceef9b1f97993354a13d8a_bc90ltmgqpuj05flojan.webp,inner_pack,"Tyson Red Label® Fully Cooked Golden Crispy Chicken Breast Filet Fritters, 4 Oz.",Tyson Foods,manufacturer,inner_pack,0.38607320189476013
https://files.plytix.com/api/v1.1/file/public_files/pim/assets/23/a5/19/60/6019a5239e7881eeaa2765b3/other/b9/5f/de/61/61de5fb98e252a2d10218e88/8d0441d5-8114-446a-84c9-ac7503907111,ingredients_statement,Meow Mix 2.75 Ounce Tenders In Sauce Turkey & Giblets Each,J. M. Smucker,manufacturer,ingredient_statement,0.9981957077980042
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/748994cbecca57fc8a8e3be920c5ef39-large.jpg,ingredients_statement,Sahale Snacks 1.5 Ounce Classic Fruit And Nut,J. M. Smucker,manufacturer,ingredient_statement,0.998776376247406
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/e337b752fdf5775b018609719084b98b96f120465e0e3492f01cba81b6a83552_10738337056311_2.jpg,closed_case,Monin Banana 12Pk-750Ml,Monin,manufacturer,out_of_packaging (equipments),0.6279584169387817
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/8052905ee522a1fc3fbc6562c1712235_3.jpg,in_packaging,Water Purified 1/2 Ltr,Driscoll Foods,distributor,out_of_packaging (equipments),0.9999823570251465
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/281beab94d49665f9be6591aff541c2e70f38372188b4634b85aa2a4be5d2839_10076642801722_1.jpg,open_case,Sula - Amber 6Pk,Sterno,manufacturer,open_case,0.9994433522224426
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/dc3c9cf6d938200a69ef621129229bd84594f633d9ba92c25e0c5eaae8bdf0b2_zckhlnh7xjllmisj3sal.jpg,held,4-Quart Orion® Oval Chafer With Liftoff Cover,Vollrath Foodservice,manufacturer,held,0.9299901723861694
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/20c0b8069b62531641a59c4de4362bab05f5cc86346226124fa7136081ef4a20_wxwldh0w5jitbinx59yl_528f0d31-9840-4012-b5dd-e6f0302f4b80.jpg,out_of_packaging,"Slate Coupe Ultra Bright White Square Plate 10 7/8""",Libbey Foodservice,manufacturer,out_of_packaging (equipments),0.9969981908798218
https://codify-assets.s3.us-east-2.amazonaws.com/catalog-images/1858737/2debe741b9d01930308274031b204c56_8.png,label_info_barcode,CEREAL HOT OAT KETTLE HEARTY,Sysco,distributor,barcode,0.9999778270721436
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/564f09d423a2cf4200453a9b6203ddb0-large.jpg,ingredients_statement,Smucker'S 15.5 Ounce Low Sugar Grape Jelly - Each,J. M. Smucker,manufacturer,ingredient_statement,0.9980053305625916
https://image.sysco.com/image-server/product/image/5077393/web/2.jpg,out_of_packaging,GLASS HI-BALL HVY BASE,Sysco,distributor,out_of_packaging (equipments),0.9997525811195374
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/3e8958c0f5e28ff582e34e6cac868fd0-large.jpg,inner_pack,"Tyson'S Pride® Fully Cooked, Breaded 8 Piece Cut Chicken",Tyson Foods,manufacturer,out_of_packaging (edible),0.9490674734115601
https://files.plytix.com/api/v1.1/file/public_files/pim/assets/23/a5/19/60/6019a5239e7881eeaa2765b3/images/e2/97/e0/60/60e097e25324cabc8e947b00/10070221007260_2.png,closed_case,Terry's Chocolate Orange Milk 5.53 Oz 4X12,Brantastic Foods,manufacturer,closed_case,0.997080385684967
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/7db444a58fbbd216d8bd98fa597d370b8f4508cb13a47640c2bbb2771e03d80e_dd5cc96c-3f8c-4433-b856-fa4336026fc3.png,label_info_barcode,Dressing Blue Cheese Thick & Chunky,BiRite Foodservice Distributors,distributor,out_of_packaging (equipments),0.8597160577774048
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/1dc2d30f34daf704e23403f13f4dd0ffdc14ebaf812e6951c29ace141844e2f6_95d53edc-1711-4d26-8fca-275da3e0566c.jpg,prepared,Ham Applewood Smk Carve Master Nj Flat,BiRite Foodservice Distributors,distributor,prepared,0.9983261227607727
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/3d98815202545e8292785bf84770c08a.jpg,prepared,New Years Kit Blk Neon Party For 50,Wagner Foodservice,distributor,out_of_packaging (equipments),0.4102283716201782
https://codify-assets.s3.us-east-2.amazonaws.com/catalog-images/1861870/c670ca2193904a81fdda524a49efcdd0.png,raw_or_uncooked,Pork Bbq Pulled No Sauce Rth Fully Cookd,BiRite Foodservice - deprecated,distributor,raw_or_uncooked,0.8586857318878174
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/f3f22b93fe08fcca91a51df844199affae5cb46578951618447ae61ce2115748_44816-dried-porcini-mushrooms-main-600.png,label_info_barcode,Dried Porcini Mushrooms,Roland Foods,manufacturer,in_packaging,0.9827221035957336
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/f7b584cd5d6d3ea6a05e51d896bfa20f-large.jpg,ingredients_statement,Rachael Ray Nutrish 3.5 Ounce Peak Beef And Lamb Wet Dog Food,J. M. Smucker,manufacturer,ingredient_statement,0.9966206550598145
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/28d8d3f499f6d06f4ec1a42f74857007131ee23efdcc7f33531f0db4cb892c60_131400-2_04132018_141608.jpg,in_packaging,Mustard Dijon Grey Poupon,John Gross & Co,distributor,in_packaging,0.443921834230423
https://ordering-supplies-images-1.s3.us-east-2.amazonaws.com/876876c68313b8b19b80081f11b33388-large.jpg,nutrition_facts,"J Hungerford Smith Butterscotch Dessert Topping, 96 Oz",Conagra Foodservice ,manufacturer,nutrition_label,0.9998531341552734
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/0409cb3e1c4ebd4291c07d6e23fbb600bc64fa276d73a4c02c4809f73ea7ac22_10052603083116_7.jpg,label_info_nutrition_label,Pfo Soy Orig Ultra,Campbell's Foodservice,manufacturer,nutrition_label,0.9999594688415527
https://fsa-assets.s3.amazonaws.com/assets/optimized/prod/546b8824772a35fc4ed5ccc07c29af9d3d16777f98401ed60a1f924091f74094_68799_5.jpg,label_info_nutrition_label,*Capsules Coffee/Cappuccino 3X16 S/O,FoodPRO Corporation,distributor,nutrition_label,0.9997150301933289
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2F719ec544b85ad8783140269f857606e31119f76d00b6c03b93b4ab88db648386_pot96.original.jpg,out_of_packaging,Alessi Coarse Sea Salt 24 Oz,Boxncase,manufacturer,out_of_packaging (edible),0.999516487121582
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2Fa9c5ae1aaee0b9733ad26e652d9dd2556ceeb029fdc12131d7a3c8031d2ca766_642fa345-9db0-4e69-b303-bfc211510e61.jpg,open_case,Syrup Pumpkin,Wagner Foodservice,distributor,out_of_packaging (equipments),0.6404328346252441
https://fsa-assets.s3.us-east-2.amazonaws.com/assets/403c9d00c6fae58ea775f7a9feaebc154f6f11d3d1941c5832867ebb2cd1c3a3_2394701.jpg,raw_or_uncooked,Jit Sausage Hot Italian Rope Crkd Bl,Hillcrest Foodservice,distributor,raw_or_uncooked,0.5284507274627686
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2Fde278f1d8f25cbda8d95ff9c71160bc0a77ad6d0d008d471e3160563a40e31c9_6a852fbcb954174d07f25645650d3cee31ae49a4.jpg,in_packaging,"Lily'S Extremely Dark Extra Dark Chocolate Style No Sugar Added Sweets  Bars, 2.8 Oz (12 Count)",Hershey,manufacturer,in_packaging,0.9046341180801392
https://fsa-assets.s3.amazonaws.com/assets%2Foptimized%2Fprod%2F8ccad63b563f7ca3aa690ee02422271472f2a7af2cbfe11767b3af856617940c_980703.jpg,raw_or_uncooked,Barramundi Fillets 5-7 Iqf,Hillcrest Foodservice,distributor,raw_or_uncooked,0.9845927357673645
